Element, data.x, data.y, data.z, data.w
106,0.0,0.0,0.0,1.0
107,0.0,0.0,0.0,1.0
108,0.0,0.0,0.0,1.0
109,0.0,0.0,0.0,1.0
110,0.0,0.0,0.0,1.0
111,0.0,0.0,0.0,1.0
112,0.0,0.0,0.0,1.0
113,0.0,0.0,0.0,1.0
114,0.0,0.0,0.0,1.0
115,0.0,0.0,0.0,1.0
116,0.0,0.0,0.0,1.0
117,0.0,0.0,0.0,1.0
118,0.0,0.0,0.0,1.0
119,0.0,0.0,0.0,1.0
120,0.0,0.0,0.0,1.0
121,0.0,0.0,0.0,1.0
122,0.0,0.0,0.0,1.0
123,0.0,0.0,0.0,1.0
124,0.0,0.0,0.0,1.0
125,0.0,0.0,0.0,1.0
126,0.0,0.0,0.0,1.0
127,0.0,0.0,0.0,1.0
128,0.0,0.0,0.0,0.0
129,1.3089966773986816,0.8149310946464539,1.3089966773986816,0.8149310946464539
130,0.0,0.0,0.0,0.0
131,1479.0,832.0,0.0006761325057595968,0.0012019231216982007
132,0.0,0.0,2.0725204287364044e-42,1.1658803223182478e-42
133,1.0,1.0,1.0,1.0
134,1480.0,832.0,0.0006756756920367479,0.0012019231216982007
135,0.00033783784601837397,0.0006009615608491004,0.9989864826202393,0.9993990659713745
136,1.5356913805007935,-0.8632426857948303,-0.767326831817627,0.43162134289741516
137,1.401298464324817e-45,1.0,1.0,0.0
138,0.0,0.0,0.0,1.0
139,0.0,0.0,0.0,1.0
140,0.0,0.0,0.0,1.0
141,0.0,1.0,361.10052490234375,362.44769287109375
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,1.0
144,10.0,98.36821746826172,362.46435546875,362.46435546875
145,0.016652800142765045,-0.37648430466651917,0.770312488079071,3.3778299482549715e-41
146,2.6113196882692966e-41,7.006492321624085e-45,2.7943292677101177e-41,0.0
147,0.0,0.0,0.0,0.0
148,1.6489450931549072,1.444532036781311,1.1590684652328491,1.5794659852981567
149,-0.6360100507736206,-0.26156121492385864,0.7260006666183472,0.0
150,2184.033935546875,14131.9833984375,7130.2275390625,0.015625
151,-2138.8056640625,12405.072265625,1069.40283203125,0.015625
152,0.00024324259720742702,0.00024324259720742702,0.0002432425389997661,64.23628234863281
153,7.305479812202975e-05,7.305479812202975e-05,7.305479812202975e-05,213.88055419921875
154,1.0,4.0,0.375,-0.125
155,0.0,1.0,0.0,0.0
156,0.0,24.576000213623047,0.0,0.0
157,50.0,0.0,300.0,500.0
158,73.94999694824219,1.0,1.0,0.0
159,1.0,1.0,1.0,0.0
160,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0
162,3.4028234663852886e+38,0.0,1.0,0.0
163,-0.6360535025596619,-0.26150551438331604,0.7259827256202698,1.0
164,0.6360536217689514,0.2615053057670593,-0.7259828448295593,1.0
165,10.0,10.0,10.0,1.0
166,10.0,10.0,10.0,1.0
167,10.0,10.0,10.0,0.0
168,10.0,10.0,10.0,0.0
169,0.0,0.0,0.0,1.0
170,0.0,0.0,0.0,1.0
171,1.0,0.0,0.0,1.0
172,1.0,0.0,0.0,1.0
173,1.0,1.0,1.0,1.0
174,4006.8125,15003.828125,9739.505859375,0.0
175,0.0,0.0,0.0,0.0
176,1.0,0.0,0.0,0.0
177,0.0,1.0,0.0,0.0
178,0.0,0.0,1.0,0.0
179,0.0,0.0,0.0,1.0
180,1.0,1.0,1.0,1.0
181,0.0,0.0,1.0,1.0
182,1.0,1.0,1.0,1.0
183,1.0,1.0,1.0,1.0
184,1.0,0.0,0.0,0.0
185,1.0,0.0,0.3330000042915344,0.0
186,0.0,1.0,0.0,0.0
187,1.0,1.0,1.0,1.0
188,0.0,0.0,1.0,1.0
189,0.4628893733024597,0.5810655951499939,0.8283344507217407,0.8310194611549377
190,1.0,1.0,0.0,0.0
191,1.0,1.0,1.0,1.0
192,0.0,0.0,0.0,0.0
193,0.0,0.0045020002871751785,0.18209974467754364,1.0
194,1.0,1.0,1.2999999523162842,300.0
195,0.10000000149011612,0.4000000059604645,0.10000000149011612,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0
204,0.0,1.0,6.0,1.0
205,1.401298464324817e-45,0.800000011920929,0.0,0.0
206,4.999999523162842,-0.4999999701976776,10000.0,0.0
207,0.0,0.0,0.0,1.0
208,0.0,0.0,0.0,1.0
209,0.0,0.0,0.0,1.0
210,0.0,0.0,0.0,1.0
211,0.0,0.0,0.0,1.0
212,0.0,0.0,0.0,1.0
213,0.0,0.0,0.0,1.0
214,0.0,0.0,0.0,1.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.01075268816202879,0.01923076994717121,0.0078125,0.0
218,0.00024681040667928755,0.9951872229576111,64.0,0.0
219,0.0006720430101267993,0.0012019231216982007,12000.0,0.0
220,3.3999999521443642e+38,3.3999999521443642e+38,3.3999999521443642e+38,0.0
221,-0.0,-0.0,-0.0,0.0
222,0.0,0.0,0.0,0.0
223,3.3999999521443642e+38,3.3999999521443642e+38,3.3999999521443642e+38,0.0
224,1.0,0.0018445338355377316,0.0,0.0
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,1.0
230,1.0,0.0,1.0,1.0
231,1.3032075718220799e-43,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.019999999552965164,0.0,0.0
236,0.00017762197239790112,0.00035524394479580224,0.0005328659317456186,0.03380662575364113
237,0.0,0.0,4.344025239406933e-44,1.0
238,0.05000000074505806,0.0,0.0,0.0
239,1.257230281829834,1.4453908205032349,1.6906654834747314,1.0
240,2.1836493015289307,2.5058963298797607,2.916790723800659,1.0
241,0.9430792927742004,1.0617420673370361,1.2272568941116333,1.0
242,1.450302243232727,1.4108660221099854,1.168908953666687,1.0
243,1.4268732070922852,1.3719842433929443,1.0731561183929443,1.0
244,2.2848362922668457,2.319410800933838,2.142042398452759,1.0
245,0.0,0.0,0.0,0.0
246,1.0,1.0,1.0,1.0
247,1.0,1.0,1.0,1.0
248,0.0,0.7699999809265137,0.0,0.0
249,0.0,1.0,2.0,0.770312488079071
250,0.767326831817627,0.43162134289741516,0.0,0.0
251,0.0,0.0,0.0,0.0
252,-1.8440714901698642e+18,15837566074880.0,9.30951905225494e+23,1.2366989210477186e-08
253,0.0,0.0,0.0,0.0
254,-1.8236953948135404e+36,0.0,2.407414152399598e-35,8.814722254794972e-39
255,22488.3125,2.802596928649634e-45,7.530187825789099e-38,0.0
